iter	Logloss
171	0.2704347105
172	0.2703251936
173	0.270225788
174	0.2701659063
175	0.270092842
176	0.2700593382
177	0.2699611654
178	0.2698487292
179	0.2697611415
180	0.2696515199
181	0.2695184847
182	0.2694630596
183	0.2693857439
184	0.2693272109
185	0.2692364018
186	0.2691747312
187	0.2690916105
188	0.2690442207
189	0.2689954405
190	0.2688702788
191	0.268812046
192	0.2687708146
193	0.2686865976
194	0.2685727945
195	0.2684772698
196	0.2683947783
197	0.2683419846
198	0.2682623996
199	0.2681745992
200	0.2680668584
201	0.2680383669
202	0.2679382116
203	0.2678189859
204	0.2676922655
205	0.267580607
206	0.2674898628
207	0.2674299815
208	0.2673956481
209	0.2673213182
210	0.2672449436
211	0.2671953294
212	0.2671939863
213	0.2671377966
214	0.2670775513
215	0.2670379228
216	0.2669933392
217	0.2669220589
218	0.2668658426
219	0.2667893715
220	0.2667166824
221	0.2666074278
222	0.2665007343
223	0.2664427699
224	0.2663782511
225	0.2663054011
226	0.2662819789
227	0.2662226456
228	0.2661243086
229	0.2660692942
230	0.2660006207
231	0.2659453876
232	0.2658774938
233	0.2658092643
234	0.2657199836
235	0.2656856505
236	0.2656014794
237	0.2655296261
238	0.2654465262
239	0.2653686933
240	0.2653339069
241	0.2652925834
242	0.2652053912
243	0.265123593
244	0.2650541751
245	0.2649664571
246	0.2648788467
247	0.2648530392
248	0.2647802799
249	0.264718109
250	0.2646469915
251	0.2646012472
252	0.2645333092
253	0.2645023124
254	0.2644469482
255	0.2644291204
256	0.2643724607
257	0.2643334505
258	0.2642296468
259	0.2641098066
260	0.2639786203
261	0.263886027
262	0.2637941065
263	0.263715411
264	0.2636079853
265	0.2635335412
266	0.263470831
267	0.2634148408
268	0.2633312567
269	0.2632556706
270	0.2631536514
271	0.2630505124
272	0.262953478
273	0.2629063805
274	0.2628643933
275	0.2627953091
276	0.2626986403
277	0.2626247681
278	0.262547485
279	0.2624837561
280	0.2623789817
281	0.262301696
282	0.2622315503
283	0.2621555882
284	0.2621171599
285	0.2620383513
286	0.2619204073
287	0.2618375075
288	0.2617828423
289	0.2616798866
290	0.2616157841
291	0.2615341707
292	0.2614520442
293	0.2613759709
294	0.2613367932
295	0.2612881393
296	0.2612047648
297	0.2611653859
298	0.2611208085
299	0.261042292
300	0.2609619432
301	0.2608963826
302	0.2607904051
303	0.2606911379
304	0.2606322228
305	0.2605594907
306	0.260479452
307	0.2604123103
308	0.2603876756
309	0.2603422286
310	0.2602800778
311	0.2602577912
312	0.2601696048
313	0.2601295696
314	0.2600306809
315	0.2599821231
316	0.25991089
317	0.2598448087
318	0.2597799473
319	0.259717398
320	0.2596673491
321	0.2595944781
322	0.2595687117
323	0.2595143852
324	0.2594466224
325	0.2593930311
326	0.2593336691
327	0.2592860675
328	0.2592140796
329	0.2591582638
330	0.2590965845
331	0.2590127117
332	0.2589578303
333	0.2588950136
334	0.2588434423
335	0.2587988443
336	0.2587181148
337	0.2586638638
338	0.2585715494
339	0.2585142998
340	0.2584787999
341	0.2583942184
342	0.2583163483
343	0.2582963008
344	0.2582638531
345	0.2581754572
346	0.2581252352
347	0.2580339747
348	0.2579411949
349	0.2579210764
350	0.2578417938
351	0.2577839086
352	0.2577088339
353	0.2576561332
354	0.2576331194
355	0.257600615
356	0.257529952
357	0.2574672507
358	0.2574088667
359	0.2573283375
360	0.2572457836
361	0.2572078351
362	0.2571588626
363	0.257118563
364	0.2570360214
365	0.2569793664
366	0.2569085074
367	0.2568646847
368	0.2568016033
369	0.2567377234
370	0.256684988
371	0.2566110444
372	0.2565655589
373	0.2564838427
374	0.2564536665
375	0.2563731061
376	0.2563378276
377	0.2562882831
378	0.2562354903
379	0.2561827005
380	0.2561559912
381	0.2561330069
382	0.2560569892
383	0.2560001376
384	0.2559672619
385	0.255912414
386	0.2558860665
387	0.2558187911
388	0.2557425151
389	0.2556920815
390	0.255628009
391	0.2555799694
392	0.2555175713
393	0.2554842197
394	0.2554114284
395	0.2553624291
396	0.2553333404
397	0.2552746475
398	0.2552068414
399	0.2551615959
400	0.2551159054
401	0.2550645749
402	0.2549757744
403	0.2549319335
404	0.2548636646
405	0.2548122396
406	0.2547745897
407	0.2547328819
408	0.2546775735
409	0.2545918317
410	0.2545353989
411	0.2544689066
412	0.2544109628
413	0.2543753519
414	0.2543469328
415	0.2543014107
416	0.254259498
417	0.2542263292
418	0.2541571747
419	0.2541050461
420	0.2540468819
421	0.2539837392
422	0.2539572267
423	0.2539119401
424	0.2538322318
425	0.2537974868
426	0.2537368934
427	0.2536596346
428	0.2536266611
429	0.2535700425
430	0.2534975514
431	0.2534454696
432	0.2533706053
433	0.2533181504
434	0.2532665126
435	0.2532276683
436	0.25310257
437	0.2530344116
438	0.2530054114
439	0.2529469506
440	0.2528801419
441	0.2527950592
442	0.2527651935
443	0.252693421
444	0.2526219073
445	0.2526047647
446	0.252566779
447	0.2524946277
448	0.2524398973
449	0.252324754
450	0.2522908167
451	0.2522424191
452	0.2521756482
453	0.2521078602
454	0.2520175685
455	0.2519472244
456	0.2518575539
457	0.2518406463
458	0.2518043941
459	0.2517577348
460	0.2517140979
461	0.2516897984
462	0.2516414101
463	0.251607075
464	0.2515715592
465	0.2515284948
466	0.251467768
467	0.2514211163
468	0.2513589301
469	0.2513368172
470	0.2513089226
471	0.2512458278
472	0.2511747067
473	0.2511335948
474	0.2510663606
475	0.2510582621
476	0.2509845459
477	0.25094676
478	0.2508912495
479	0.2508677331
480	0.2508365216
481	0.2507409531
482	0.2506887532
483	0.2506281175
484	0.2505902263
485	0.2504982304
486	0.2504361292
487	0.2503767108
488	0.2503334658
489	0.2502788454
490	0.2502153786
491	0.2501111488
492	0.2500354626
493	0.2499699432
494	0.2499113364
495	0.249839963
496	0.2497929627
497	0.2496816273
498	0.249623513
499	0.2496010219
500	0.2495438978
501	0.2495181941
502	0.2494699598
503	0.2494231664
504	0.2493650116
505	0.2493264339
506	0.2493031641
507	0.2492600549
508	0.2491919663
509	0.2491302708
510	0.2490874199
511	0.2490300646
512	0.2489309765
513	0.2488738192
514	0.2488109729
515	0.2487338192
516	0.2486790182
517	0.2486493164
518	0.248599042
519	0.248560514
520	0.2484971271
521	0.2484711965
522	0.2484248163
523	0.248337278
524	0.248246122
525	0.2482072727
526	0.248114377
527	0.2480616136
528	0.248029626
529	0.2480042202
530	0.2479158995
531	0.2478491818
532	0.2478123082
533	0.247768048
534	0.2477067849
535	0.2476247275
536	0.2475488333
537	0.2474933995
538	0.247432788
539	0.2473600008
540	0.2472958975
541	0.2472625932
542	0.2471710462
543	0.2471143163
544	0.2470348512
545	0.2470011973
546	0.2469311049
547	0.2468700676
548	0.2468224786
549	0.2467714974
550	0.2467576614
551	0.2467195383
552	0.2466400795
553	0.2465868441
554	0.2465351838
555	0.2464870015
556	0.2464017562
557	0.2463320684
558	0.2462860013
559	0.2462360596
560	0.246160599
561	0.2461132351
562	0.2460435978
563	0.2459772835
564	0.2459403496
565	0.2458909898
566	0.2458111508
567	0.2457983866
568	0.2457288774
569	0.2456771756
570	0.245642921
571	0.2456014048
572	0.2455051487
573	0.2454372791
574	0.2454055139
575	0.2453697883
576	0.245292971
577	0.2452148443
578	0.2451659696
579	0.2451323114
580	0.2450722058
581	0.2450297451
582	0.2449820885
583	0.2449182058
584	0.2448721246
585	0.2448125897
586	0.2447448822
587	0.2446917429
588	0.2446194425
589	0.2445420531
590	0.2444905182
591	0.2444380911
592	0.2444030221
593	0.2443545815
594	0.2443186647
595	0.2442871893
596	0.2442299876
597	0.2441674577
598	0.2441341407
599	0.2440555529
600	0.244009289
601	0.2439529345
602	0.2439247398
603	0.2438732044
604	0.2438428866
605	0.2438244071
606	0.2438007283
607	0.2437403427
608	0.2436504995
609	0.2435833019
610	0.2435520515
611	0.2434919523
612	0.2434447391
613	0.2433955096
614	0.2433528135
615	0.2433138502
616	0.243254659
617	0.2432050701
618	0.2431629043
619	0.2431206827
620	0.2430960063
621	0.2430315885
622	0.2429978228
623	0.2429347918
624	0.24286891
625	0.2428188742
626	0.2427728597
627	0.2427452993
628	0.2427378654
629	0.2426692421
630	0.2425906472
631	0.2425391182
632	0.2424738579
633	0.2424349821
634	0.2424246292
635	0.2423929405
636	0.2423085708
637	0.242277072
638	0.2422602744
639	0.2422238032
640	0.2421537322
641	0.2420616203
642	0.2420037482
643	0.2419726045
644	0.2418977853
645	0.2418182757
646	0.2417799309
647	0.2417272935
648	0.2416657883
649	0.2416057477
650	0.2415495677
651	0.241471916
652	0.2414425304
653	0.2413785516
654	0.2413230117
655	0.2412544993
656	0.2412121257
657	0.2411704167
658	0.2411493348
659	0.2411177309
660	0.2410283412
661	0.2409878104
662	0.2409253512
663	0.240884831
664	0.2408377642
665	0.2407801661
666	0.2407172282
667	0.240653356
668	0.2405936425
669	0.2405491057
670	0.2405017025
671	0.2404210292
672	0.2403636427
673	0.2402998249
674	0.2402532227
675	0.240212498
676	0.240152526
677	0.2400880351
678	0.2400290734
679	0.239970764
680	0.2399194182
681	0.2398670285
682	0.2398292182
683	0.2397712842
684	0.2397548365
685	0.2397221387
686	0.2396709057
687	0.2396288969
688	0.2395974721
689	0.2395414434
690	0.2395142537
691	0.2394856839
692	0.2394426629
693	0.2394165176
694	0.2393938404
695	0.2393459327
696	0.2392770181
697	0.2392302199
698	0.2391670565
699	0.2391266152
700	0.239091948
701	0.2390665455
702	0.2389951271
703	0.2389494998
704	0.238926193
705	0.2388800803
706	0.2388116818
707	0.2387468111
708	0.2386967946
709	0.2386628111
710	0.2386180263
711	0.23854764
712	0.2385055766
713	0.2384431191
714	0.2383984964
715	0.2383484571
716	0.238315734
717	0.2382975088
718	0.2382451048
719	0.2381874693
720	0.2381455304
721	0.2380685336
722	0.2380286177
723	0.2380024477
724	0.2379304535
725	0.2378837939
726	0.2378268615
727	0.2377949313
728	0.2377458834
729	0.2377032635
730	0.2376481542
731	0.2376158125
732	0.2375739008
733	0.2375335188
734	0.2374842418
735	0.2374342451
736	0.237371295
737	0.2373288671
738	0.237267986
739	0.2372379454
740	0.2372022585
741	0.2371462819
742	0.2371149855
743	0.2370697116
744	0.2370428145
745	0.2370164708
746	0.2369412763
747	0.2368898497
748	0.2368635688
749	0.2368536246
750	0.2367904301
751	0.2367264278
752	0.2366925553
753	0.2366346674
754	0.2365706209
755	0.2365442483
756	0.2364965168
757	0.2364436066
758	0.2364025769
759	0.2363553824
760	0.2363498769
761	0.2363003158
762	0.236274677
763	0.2362285393
764	0.2361800465
765	0.2361381518
766	0.2360872801
767	0.2360550146
768	0.2359939886
769	0.2359720587
770	0.2359264815
771	0.2358987375
772	0.2358367272
773	0.2357860735
774	0.2357423968
775	0.2356860463
776	0.2356624187
777	0.2356342435
778	0.2355895837
779	0.2355291262
780	0.2354734479
781	0.2354356537
782	0.2353981608
783	0.2353679918
784	0.2353358319
785	0.2353050553
786	0.2352724302
787	0.2352499244
788	0.2351922468
789	0.235152844
790	0.2350994346
791	0.235045401
792	0.2350146832
793	0.2349671428
794	0.2349036272
795	0.2348687428
796	0.2348169532
797	0.2347666711
798	0.2347142673
799	0.2346461472
800	0.2345936779
801	0.2345263927
802	0.2344834677
803	0.2344312288
804	0.2344064658
805	0.2343420923
806	0.2342887262
807	0.2342147737
808	0.2341726141
809	0.2341070007
810	0.2340611369
811	0.2340301585
812	0.2339981231
813	0.2339433817
814	0.2338959766
815	0.2338514747
816	0.23379388
817	0.233733514
818	0.2336825987
819	0.2336585597
820	0.2336162221
821	0.2335755071
822	0.2335640619
823	0.233525244
824	0.2334963465
825	0.2334221877
826	0.2333758367
827	0.2333397707
828	0.2332875953
829	0.233264826
830	0.233237175
831	0.2331942354
832	0.2331596031
833	0.2331138716
834	0.2330733127
835	0.2330196839
836	0.2330066332
837	0.2329663029
838	0.2329293808
839	0.2328810342
840	0.2328406109
841	0.2328086403
842	0.2327694056
843	0.2327440386
844	0.2326937598
845	0.2326303228
846	0.2325642617
847	0.2325005208
848	0.2324446801
849	0.2324152346
850	0.2323862937
851	0.2323472734
852	0.2323118358
853	0.232263822
854	0.2322020044
855	0.2321627801
856	0.2321275679
857	0.2320593969
858	0.2320333267
859	0.2320057364
860	0.2319384713
861	0.2318817622
862	0.2318443623
863	0.2317779751
864	0.231744051
865	0.2316824295
866	0.231646074
867	0.2316091815
868	0.2315282752
869	0.2315046964
870	0.2314597592
871	0.231432369
872	0.2314095568
873	0.2313698419
874	0.2313352079
875	0.2312906755
876	0.2312527462
877	0.231194004
878	0.2311750098
879	0.2311361327
880	0.2310879414
881	0.2310429398
882	0.2310119631
883	0.2309855737
884	0.230952833
885	0.2308758317
886	0.2308460687
887	0.2308037658
888	0.2307763602
889	0.2307340566
890	0.230699197
891	0.2306732039
892	0.2306553068
893	0.2306253924
894	0.2305721435
895	0.2305363267
896	0.2305016292
897	0.2304697392
898	0.2304274107
899	0.2303918176
900	0.2303696819
901	0.230335843
902	0.2302963523
903	0.230256217
904	0.2302038745
905	0.2301821117
906	0.2301751933
907	0.2301399144
908	0.2300976551
909	0.2300614873
910	0.2300375224
911	0.2299547803
912	0.2299354827
913	0.2299244463
914	0.2298993023
915	0.229883751
916	0.2298547212
917	0.229832973
918	0.2298113516
919	0.2297861397
920	0.2297798245
921	0.2297777681
922	0.2297600655
923	0.2297328375
924	0.2296923508
925	0.2296457422
926	0.2296158116
927	0.2295635314
928	0.2295251582
929	0.2294885429
930	0.2294307749
931	0.2294018829
932	0.2293652444
933	0.2293344477
934	0.2292931188
935	0.2292661077
936	0.2292311576
937	0.229161741
938	0.2291341479
939	0.2290717537
940	0.2290115092
941	0.228993605
942	0.228975278
943	0.2289607107
944	0.2289354104
945	0.2289021933
946	0.2288709683
947	0.2288409956
948	0.2288081725
949	0.2287640184
950	0.2287478163
951	0.2287246135
952	0.2286864303
953	0.2286480101
954	0.2286063763
955	0.228555763
956	0.2285104584
957	0.2284680603
958	0.228418686
959	0.2283671444
960	0.2283508026
961	0.2282927992
962	0.2282466812
963	0.2281818159
964	0.2281426598
965	0.2281182341
966	0.228068423
967	0.2280035222
968	0.2279637344
969	0.227903348
970	0.227829164
971	0.2277757327
972	0.2277253185
973	0.2276621785
974	0.2276289604
975	0.227604872
976	0.2275821106
977	0.2275334313
978	0.227477231
979	0.2274282836
980	0.227388697
981	0.2273457485
982	0.2272916521
983	0.2272497774
984	0.2272062488
985	0.2271866495
986	0.2271562085
987	0.2271226353
988	0.2271078682
989	0.2270875735
990	0.2270433605
991	0.2270200136
992	0.2270058204
993	0.2269671306
994	0.2269376185
995	0.2269053097
996	0.2268612058
997	0.2268279473
998	0.2267867138
999	0.226781333
